Product,Unit,Product ID,Profit,Benefits,Sales,Amount,Revenue,Total Transaction,Discount,Cost,Weekly Sales,Weekly Profit,Monthly Sales,Monthly Profit,Yearly Sales,Yearly Profit,Year,State,Country,City,Region,Segment,Sub-Category,Category,Shipping Date,Shipping Time,Order,Order ID,Order Date,E-Commerce Platform,Online Payment Gateway,Online & Offline Purchase,Purchase Price,Brand Name,Sold
mustard seed,10 gram,5108700b,26.83,Essential household item,432.93,1092.16,1118.99,48,0.12,406.22,2831.09,147.95,11324.36,591.8,135892.32,7101.6,2020,Maharashtra,India,Bangalore,South,Corporate,Spices,Vegetables,2020-05-23,2 days,1425,110422cc,2020-05-21,Amazon,PhonePe,Offline,391.29,Brand A,92
milk powder,50 gram,7e05468e,8.57,Essential household item,72.67,184.33,192.9,99,0.14,64.24,648.07,58.7,2592.28,234.8,31107.36,2817.6,2020,West Bengal,India,Chennai,North,Home Office,Staples,Dairy,2020-02-06,3 days,4388,55207d2e,2020-02-05,Flipkart,Razorpay,Offline,62.09,Brand A,67
milk powder,100 gram,4248614f,2.93,Essential household item,30.55,57.3,60.23,74,0.08,27.7,192.66,28.68,770.64,114.72,9247.68,1376.64,2022,Tamil Nadu,India,Mumbai,North,Home Office,Spices,Fruits,2022-12-06,2 days,6184,efa34401,2022-11-29,JioMart,Google Pay,Online,27.33,Brand A,24
cinnamon,1 kg,e7ec1363,27.75,Essential household item,316.55,1037.96,1065.71,88,0.01,288.81,2537.86,167.9,10151.44,671.6,121817.28,8059.2,2023,Maharashtra,India,Chennai,South,Consumer,Spices,Vegetables,2023-12-07,4 days,2742,112588bf,2023-12-02,JioMart,PhonePe,Online,280.28,Brand B,13
white pepper,500 ml,80569996,50.82,Essential household item,321.67,423.31,474.13,80,0.07,270.92,2007.66,473.12,8030.64,1892.48,96367.68,22709.76,2021,Telangana,India,Kolkata,South,Consumer,Spices,Fruits,2021-01-05,2 days,6906,7ed43887,2021-01-04,BigBasket,PhonePe,Offline,278.82,Brand A,7
black pepper,500 ml,61818532,22.58,Essential household item,451.91,1070.66,1093.24,85,0.08,429.41,3386.96,190.61,13547.84,762.44,162574.08,9149.28,2022,Maharashtra,India,Bangalore,West,Consumer,Condiments,Dairy,2022-09-06,3 days,2850,1846bf5e,2022-09-01,JioMart,PhonePe,Offline,431.63,Brand B,57
white pepper,10 gram,a067595e,24.46,Essential household item,435.29,1693.41,1717.87,75,0.08,410.91,2898.38,244.24,11593.52,976.96,139122.24,11723.52,2024,West Bengal,India,Chennai,North,Consumer,Spices,Fruits,2024-02-01,5 days,6550,e0386c77,2024-01-27,JioMart,Paytm,Offline,404.92,Brand B,79
wheat flour,1 kg,e0c19156,30.05,Essential household item,239.17,404.28,434.33,25,0.03,209.15,1389.91,281.79,5559.64,1127.16,66715.68,13525.92,2024,West Bengal,India,Delhi,North,Home Office,Condiments,Vegetables,2024-05-29,3 days,4528,4eaa1287,2024-05-22,Flipkart,PhonePe,Offline,210.17,Brand C,59
black cumin,10 gram,5c285027,53.73,Essential household item,332.87,511.97,565.7,74,0.05,279.19,2407.68,495.64,9630.72,1982.56,115568.64,23790.72,2021,West Bengal,India,Mumbai,East,Consumer,Beverages,Fruits,2021-09-28,1 days,8016,b9733652,2021-09-27,BigBasket,Google Pay,Online,287.74,Brand B,23
cumin powder,10 gram,f943d9af,32.41,Essential household item,226.79,1089.55,1121.96,11,0.07,194.45,1877.26,219.09,7509.04,876.36,90108.48,10516.32,2022,Karnataka,India,Hyderabad,East,Home Office,Staples,Grocery,2022-05-20,3 days,7371,4314d5bd,2022-05-16,JioMart,Razorpay,Offline,188.83,Brand C,9
turmeric powder,500 ml,c85616cd,29.62,Essential household item,268.11,846.48,876.1,38,0.01,238.5,2388.34,148.96,9553.36,595.84,114640.32,7150.08,2024,Delhi,India,Kolkata,North,Corporate,Staples,Vegetables,2024-11-16,4 days,3920,49dd9c90,2024-11-14,Amazon,PhonePe,Offline,232.37,Brand B,47
turmeric powder,100 gram,77ffd49d,13.32,Essential household item,177.34,325.37,338.69,27,0.14,164.16,1583.45,103.08,6333.8,412.32,76005.6,4947.84,2021,Telangana,India,Kolkata,West,Corporate,Condiments,Dairy,2021-03-03,2 days,7507,3758c5b4,2021-02-27,Flipkart,PhonePe,Offline,158.85,Brand B,59
cumin powder,1 kg,cce6bb3c,15.71,Essential household item,190.21,659.25,674.96,80,0.1,174.6,1706.92,81.35,6827.68,325.4,81932.16,3904.8,2024,Tamil Nadu,India,Kolkata,East,Corporate,Staples,Dairy,2024-09-06,2 days,1712,6ec7efd9,2024-08-31,JioMart,Razorpay,Offline,178.77,Brand B,47
rice,1 kg,37a5efee,43.46,Essential household item,352.84,780.07,823.53,44,0.08,309.46,3139.4,263.74,12557.6,1054.96,150691.2,12659.52,2020,Delhi,India,Chennai,South,Corporate,Condiments,Dairy,2020-11-26,1 days,2646,a06ff0c3,2020-11-25,JioMart,Razorpay,Online,315.62,Brand B,71
coffee,10 gram,cb3d07e1,35.72,Essential household item,522.65,1298.0,1333.72,42,0.01,486.94,4937.51,320.51,19750.04,1282.04,237000.48,15384.48,2022,West Bengal,India,Chennai,East,Corporate,Spices,Grocery,2022-09-09,1 days,3648,1b9c2c08,2022-09-07,JioMart,Razorpay,Offline,474.93,Brand D,23
mustard seed,500 ml,74e799b5,1.63,Essential household item,16.28,80.74,82.37,61,0.06,14.71,85.46,15.35,341.84,61.4,4102.08,736.8,2023,Karnataka,India,Chennai,South,Home Office,Condiments,Fruits,2023-02-27,5 days,9898,9578180b,2023-02-25,BigBasket,Google Pay,Online,15.25,Brand B,69
mustard seed,50 gram,07824284,10.09,Essential household item,169.26,284.5,294.59,97,0.06,159.23,1643.5,75.74,6574.0,302.96,78888.0,3635.52,2021,Telangana,India,Delhi,West,Consumer,Staples,Fruits,2021-07-08,2 days,5820,655726d3,2021-07-07,Flipkart,Google Pay,Online,164.82,Brand B,41
milk powder,500 ml,62e1e6c7,92.06,Essential household item,558.3,1119.82,1211.88,32,0.01,466.25,4251.75,692.85,17007.0,2771.4,204084.0,33256.8,2022,Tamil Nadu,India,Hyderabad,West,Corporate,Condiments,Vegetables,2022-05-15,4 days,9019,92e30525,2022-05-09,BigBasket,Paytm,Online,459.72,Brand B,100
wheat flour,1 kg,d94bd783,8.45,Essential household item,91.13,212.46,220.91,34,0.01,82.69,819.78,59.09,3279.12,236.36,39349.44,2836.32,2022,Karnataka,India,Hyderabad,North,Consumer,Spices,Vegetables,2023-01-01,5 days,6278,461f0a21,2022-12-30,Amazon,Razorpay,Online,84.08,Brand B,28
cinnamon,1 kg,9a41dd4c,10.12,Essential household item,160.65,698.02,708.14,55,0.02,150.55,1073.24,81.3,4292.96,325.2,51515.52,3902.4,2023,West Bengal,India,Bangalore,North,Corporate,Beverages,Grocery,2023-11-09,3 days,2256,9a76c0b6,2023-11-08,Flipkart,Google Pay,Offline,150.77,Brand B,60
clove,50 gram,844fe2ed,34.91,Essential household item,532.05,1605.12,1640.03,20,0.14,497.28,3617.16,271.23,14468.64,1084.92,173623.68,13019.04,2023,Karnataka,India,Bangalore,West,Consumer,Condiments,Grocery,2023-12-04,5 days,6012,c16f81b1,2023-12-03,Flipkart,Paytm,Online,520.48,Brand D,48
salt,500 ml,9788f6bd,13.58,Essential household item,184.09,651.65,665.23,96,0.04,170.55,1395.09,117.83,5580.36,471.32,66964.32,5655.84,2023,Delhi,India,Hyderabad,South,Corporate,Staples,Vegetables,2023-01-23,4 days,1544,3bbf06c6,2023-01-22,JioMart,Paytm,Online,178.05,Brand D,20
split grain,500 ml,568c2bdb,8.93,Essential household item,85.52,368.19,377.12,77,0.01,76.6,445.26,57.73,1781.04,230.92,21372.48,2771.04,2021,Delhi,India,Kolkata,West,Consumer,Beverages,Fruits,2021-03-07,1 days,8752,c8a0e437,2021-03-05,BigBasket,PhonePe,Offline,77.64,Brand B,66
black pepper,500 ml,a7548845,15.15,Essential household item,225.87,713.76,728.91,59,0.11,210.83,1992.57,126.1,7970.28,504.4,95643.36,6052.8,2021,Tamil Nadu,India,Bangalore,South,Home Office,Condiments,Dairy,2021-12-19,1 days,2443,e0dba033,2021-12-14,JioMart,Paytm,Offline,206.37,Brand C,48
cooking oil,100 gram,656ccfcc,57.93,Essential household item,348.39,1347.28,1405.21,12,0.1,290.56,2884.91,508.74,11539.64,2034.96,138475.68,24419.52,2024,Tamil Nadu,India,Kolkata,West,Home Office,Bakery,Grocery,2024-09-03,5 days,3271,28b812e0,2024-08-29,JioMart,Paytm,Online,302.9,Brand A,60
cinnamon,50 gram,b57a952a,3.72,Essential household item,70.53,173.56,177.28,83,0.01,66.82,514.38,32.68,2057.52,130.72,24690.24,1568.64,2022,West Bengal,India,Kolkata,West,Consumer,Spices,Vegetables,2022-10-23,4 days,9027,7799ba95,2022-10-19,Flipkart,Google Pay,Online,66.53,Brand B,31
cardamom,100 gram,1a02cdd7,39.04,Essential household item,313.34,660.4,699.44,30,0.07,274.37,1822.76,363.14,7291.04,1452.56,87492.48,17430.72,2024,Maharashtra,India,Chennai,West,Home Office,Spices,Dairy,2024-07-29,1 days,2716,ec47b59b,2024-07-24,Flipkart,PhonePe,Offline,282.61,Brand D,74
tea,500 ml,654e9a02,3.23,Essential household item,39.11,155.44,158.67,25,0.14,36.02,257.13,27.19,1028.52,108.76,12342.24,1305.12,2022,Delhi,India,Delhi,West,Corporate,Beverages,Grocery,2022-01-11,2 days,3759,307680ea,2022-01-07,Flipkart,Paytm,Online,34.75,Brand B,54
salt,1 kg,254e13c4,30.91,Essential household item,213.88,252.61,283.52,92,0.06,183.03,1725.6,191.97,6902.4,767.88,82828.8,9214.56,2021,Telangana,India,Mumbai,South,Home Office,Staples,Dairy,2021-07-25,2 days,9523,6bdbcb56,2021-07-24,Flipkart,Google Pay,Offline,181.78,Brand C,56
sugar,500 ml,6f0d4a6c,6.38,Essential household item,131.06,532.05,538.43,71,0.06,124.74,1257.27,63.76,5029.08,255.04,60348.96,3060.48,2020,Karnataka,India,Chennai,East,Consumer,Bakery,Dairy,2020-04-14,3 days,9653,404df5cb,2020-04-13,Amazon,Paytm,Offline,128.88,Brand D,2
split grain,500 ml,10445f26,17.9,Essential household item,166.5,712.94,730.84,72,0.09,148.69,1195.55,166.99,4782.2,667.96,57386.4,8015.52,2020,Maharashtra,India,Bangalore,East,Consumer,Beverages,Vegetables,2020-02-27,1 days,3850,e2fa07df,2020-02-22,BigBasket,Paytm,Online,150.12,Brand B,97
cumin powder,1 kg,7cbc9a78,65.85,Essential household item,538.9,2668.17,2734.02,8,0.11,473.16,4902.6,536.63,19610.4,2146.52,235324.8,25758.24,2020,Karnataka,India,Kolkata,North,Consumer,Staples,Fruits,2020-10-16,3 days,2257,f3290486,2020-10-13,Amazon,PhonePe,Online,486.62,Brand C,2
cinnamon,50 gram,7b3fd3e9,37.99,Essential household item,288.53,691.35,729.34,67,0.15,250.69,1797.94,273.11,7191.76,1092.44,86301.12,13109.28,2023,Telangana,India,Bangalore,South,Consumer,Bakery,Grocery,2023-08-29,1 days,4419,8d3503aa,2023-08-27,Flipkart,PhonePe,Offline,262.12,Brand D,2
mustard seed,100 gram,9efcfc58,44.11,Essential household item,526.5,2301.8,2345.91,26,0.07,482.46,4352.59,322.65,17410.36,1290.6,208924.32,15487.2,2021,Delhi,India,Bangalore,West,Home Office,Beverages,Grocery,2021-04-02,2 days,4176,1d49a2ed,2021-03-27,BigBasket,Paytm,Online,485.82,Brand D,43
egg,50 gram,120528e2,16.21,Essential household item,115.8,475.4,491.61,90,0.11,99.7,1044.72,112.81,4178.88,451.24,50146.56,5414.88,2020,Karnataka,India,Mumbai,West,Home Office,Condiments,Dairy,2020-04-02,4 days,9335,e6eb9340,2020-04-01,BigBasket,Paytm,Offline,101.9,Brand C,18
egg,10 gram,8a39e33f,28.16,Essential household item,395.04,698.13,726.29,38,0.09,366.97,3869.67,243.9,15478.68,975.6,185744.16,11707.2,2023,Telangana,India,Bangalore,East,Consumer,Beverages,Dairy,2023-10-30,3 days,1182,af3b0f6b,2023-10-29,JioMart,Razorpay,Online,349.63,Brand D,25
cooking oil,10 gram,782eb579,33.31,Essential household item,304.62,1347.17,1380.48,89,0.12,271.43,2607.49,187.26,10429.96,749.04,125159.52,8988.48,2023,Maharashtra,India,Delhi,West,Home Office,Bakery,Fruits,2023-12-15,2 days,1980,1b246ba9,2023-12-12,Amazon,Google Pay,Offline,271.25,Brand D,96
turmeric powder,10 gram,9e79a170,54.08,Essential household item,346.5,1499.14,1553.22,3,0.14,292.56,3388.69,319.51,13554.76,1278.04,162657.12,15336.48,2020,Telangana,India,Kolkata,West,Home Office,Beverages,Fruits,2020-12-22,3 days,5718,7c80b5b9,2020-12-18,Amazon,PhonePe,Online,295.33,Brand A,25
mustard seed,100 gram,d404d356,33.43,Essential household item,418.62,1947.18,1980.61,85,0.04,385.23,3577.39,203.02,14309.56,812.08,171714.72,9744.96,2020,Tamil Nadu,India,Mumbai,North,Home Office,Bakery,Vegetables,2020-09-12,1 days,1142,03ca9dcd,2020-09-07,Amazon,PhonePe,Online,378.74,Brand C,68
cornflour,10 gram,84ecd9ba,41.81,Essential household item,288.53,1167.23,1209.04,24,0.05,246.77,1539.9,299.04,6159.6,1196.16,73915.2,14353.92,2020,Telangana,India,Mumbai,East,Home Office,Staples,Dairy,2020-07-23,4 days,3403,822e7ca3,2020-07-21,Flipkart,Razorpay,Offline,245.22,Brand D,91
tea,500 ml,f47d55d2,4.67,Essential household item,61.9,174.57,179.24,92,0.01,57.24,474.52,24.43,1898.08,97.72,22776.96,1172.64,2023,Tamil Nadu,India,Chennai,East,Home Office,Spices,Grocery,2023-11-20,1 days,5967,b38819ec,2023-11-16,Flipkart,Razorpay,Offline,56.56,Brand C,31
salt,50 gram,4101985f,7.65,Essential household item,86.04,229.41,237.06,48,0.09,78.48,728.12,70.17,2912.48,280.68,34949.76,3368.16,2024,West Bengal,India,Chennai,West,Corporate,Staples,Dairy,2024-09-04,4 days,1196,019b62c3,2024-08-28,BigBasket,PhonePe,Online,80.57,Brand B,61
coffee,50 gram,8d33f75c,58.34,Essential household item,464.48,2302.34,2360.68,66,0.08,406.22,4432.03,508.29,17728.12,2033.16,212737.44,24397.92,2021,West Bengal,India,Hyderabad,West,Home Office,Bakery,Fruits,2021-01-18,3 days,1215,60204526,2021-01-17,Flipkart,Google Pay,Online,400.57,Brand C,88
bread,100 gram,bce2abc2,19.63,Essential household item,310.32,1101.5,1121.13,12,0.06,290.75,2083.81,130.81,8335.24,523.24,100022.88,6278.88,2021,Delhi,India,Mumbai,East,Corporate,Bakery,Grocery,2021-05-03,5 days,3369,11a7ad81,2021-05-02,Flipkart,PhonePe,Online,284.71,Brand C,88
sugar,100 gram,b6aaa3f9,33.63,Essential household item,221.83,675.08,708.71,99,0.06,188.26,1318.43,306.55,5273.72,1226.2,63284.64,14714.4,2022,Telangana,India,Bangalore,South,Consumer,Condiments,Dairy,2022-03-02,2 days,9304,d4fbafd0,2022-02-23,JioMart,Google Pay,Online,189.42,Brand B,69
rice,500 ml,eac50a70,2.75,Essential household item,16.4,30.45,33.2,31,0.14,13.79,100.84,23.64,403.36,94.56,4840.32,1134.72,2024,Maharashtra,India,Delhi,East,Consumer,Condiments,Vegetables,2024-06-11,1 days,7617,b465e91a,2024-06-08,JioMart,PhonePe,Offline,13.97,Brand A,78
black cumin,1 kg,c4c074a9,44.24,Essential household item,384.1,391.77,436.01,12,0.01,339.87,2367.27,271.61,9469.08,1086.44,113628.96,13037.28,2020,Tamil Nadu,India,Kolkata,North,Consumer,Spices,Fruits,2020-08-28,3 days,5489,83b9d862,2020-08-27,Amazon,PhonePe,Online,333.19,Brand C,18
tea,100 gram,2f889232,49.58,Essential household item,303.89,1434.12,1483.7,47,0.05,254.36,2473.11,333.03,9892.44,1332.12,118709.28,15985.44,2024,West Bengal,India,Hyderabad,East,Consumer,Staples,Grocery,2024-10-10,5 days,5567,c4931d60,2024-10-09,Flipkart,Paytm,Offline,247.39,Brand C,1
black pepper,500 ml,b7c9c2c6,4.92,Essential household item,30.03,67.93,72.85,29,0.11,25.22,262.67,26.23,1050.68,104.92,12608.16,1259.04,2021,Tamil Nadu,India,Hyderabad,North,Home Office,Spices,Grocery,2021-06-04,2 days,3598,0636807d,2021-06-03,JioMart,Razorpay,Offline,24.41,Brand A,98
pasta,100 gram,4b4cc610,26.13,Essential household item,328.66,1406.48,1432.61,35,0.11,302.64,1895.17,185.42,7580.68,741.68,90968.16,8900.16,2020,Tamil Nadu,India,Chennai,West,Corporate,Bakery,Vegetables,2020-05-18,1 days,7886,f1f11cec,2020-05-13,JioMart,Google Pay,Online,298.76,Brand A,90
cumin powder,1 kg,8b04f245,49.17,Essential household item,493.48,1062.78,1111.95,84,0.1,444.41,2914.84,481.55,11659.36,1926.2,139912.32,23114.4,2021,Karnataka,India,Delhi,South,Consumer,Bakery,Vegetables,2021-04-14,3 days,6784,9d82ef8f,2021-04-10,BigBasket,Google Pay,Offline,446.62,Brand B,31
rice,10 gram,52d798fe,57.05,Essential household item,394.11,408.86,465.91,11,0.07,337.13,3293.09,546.46,13172.36,2185.84,158068.32,26230.08,2024,West Bengal,India,Kolkata,South,Corporate,Bakery,Dairy,2024-07-30,1 days,7676,aa8806a4,2024-07-29,JioMart,Paytm,Offline,329.86,Brand D,46
black pepper,100 gram,00f24b17,55.76,Essential household item,425.8,1852.16,1907.92,59,0.13,370.17,2273.12,280.81,9092.48,1123.24,109109.76,13478.88,2020,Tamil Nadu,India,Kolkata,South,Consumer,Spices,Grocery,2020-04-04,1 days,7490,bb702a0e,2020-03-28,Amazon,PhonePe,Offline,368.33,Brand A,77
salt,1 kg,7e2709e2,58.11,Essential household item,378.03,607.38,665.49,72,0.11,320.03,3033.73,443.88,12134.92,1775.52,145619.04,21306.24,2023,West Bengal,India,Delhi,South,Corporate,Beverages,Vegetables,2023-04-27,1 days,1788,023c7c20,2023-04-20,Flipkart,Google Pay,Online,335.97,Brand C,49
milk powder,1 kg,24e4ed87,17.41,Essential household item,172.07,556.29,573.7,19,0.04,154.7,1536.48,116.97,6145.92,467.88,73751.04,5614.56,2023,West Bengal,India,Delhi,North,Home Office,Beverages,Dairy,2023-01-29,3 days,4210,5886a4df,2023-01-22,Amazon,Google Pay,Online,155.78,Brand B,18
milk powder,50 gram,11419121,27.41,Essential household item,231.15,1026.25,1053.66,54,0.1,203.84,1826.3,244.41,7305.2,977.64,87662.4,11731.68,2021,Delhi,India,Mumbai,East,Consumer,Condiments,Fruits,2021-08-03,4 days,3044,16190aac,2021-08-01,Flipkart,Google Pay,Offline,212.45,Brand C,58
mustard seed,1 kg,11bf45a6,10.14,Essential household item,98.04,407.29,417.43,93,0.12,88.02,767.35,96.76,3069.4,387.04,36832.8,4644.48,2020,Tamil Nadu,India,Hyderabad,North,Corporate,Beverages,Fruits,2020-08-07,3 days,4791,0278343e,2020-08-05,Amazon,Paytm,Online,88.62,Brand B,8
bread,50 gram,eeb0c5e0,32.97,Essential household item,474.25,1748.15,1781.12,26,0.1,441.38,3831.15,178.1,15324.6,712.4,183895.2,8548.8,2024,Tamil Nadu,India,Mumbai,East,Consumer,Spices,Fruits,2024-02-17,3 days,4001,6f2fb1a5,2024-02-16,BigBasket,Google Pay,Offline,435.52,Brand B,73
chilli powder,10 gram,d10ad473,43.28,Essential household item,297.99,491.64,534.92,64,0.01,254.72,2494.26,404.73,9977.04,1618.92,119724.48,19427.04,2022,Telangana,India,Hyderabad,North,Consumer,Condiments,Dairy,2022-06-07,3 days,5731,1bc0f22f,2022-06-05,JioMart,Paytm,Offline,257.49,Brand C,5
cornflour,50 gram,b8c36c47,32.46,Essential household item,232.83,702.23,734.69,31,0.05,200.42,1684.37,224.51,6737.48,898.04,80849.76,10776.48,2021,West Bengal,India,Mumbai,East,Home Office,Condiments,Grocery,2021-01-21,5 days,4883,f159a9f9,2021-01-19,Flipkart,Paytm,Online,197.49,Brand A,55
turmeric powder,10 gram,03ba20c9,5.17,Essential household item,40.4,128.3,133.47,96,0.1,35.33,207.05,29.4,828.2,117.6,9938.4,1411.2,2022,Tamil Nadu,India,Chennai,South,Home Office,Beverages,Grocery,2022-07-18,3 days,4835,40c3ebd7,2022-07-12,Amazon,Razorpay,Offline,35.12,Brand A,33
salt,1 kg,84c688c1,27.42,Essential household item,388.45,389.15,416.57,40,0.03,361.06,3609.62,262.78,14438.48,1051.12,173261.76,12613.44,2022,Delhi,India,Mumbai,East,Consumer,Condiments,Fruits,2022-10-27,1 days,4224,7b0291dc,2022-10-20,JioMart,Razorpay,Online,372.89,Brand B,77
sugar,10 gram,d19e16f4,20.66,Essential household item,125.17,515.99,536.65,61,0.06,104.57,1063.01,147.31,4252.04,589.24,51024.48,7070.88,2023,Karnataka,India,Bangalore,West,Corporate,Beverages,Grocery,2023-05-06,2 days,9095,17853c18,2023-05-01,Flipkart,Google Pay,Online,105.06,Brand D,79
split grain,1 kg,fd1b9eaa,10.51,Essential household item,149.91,412.74,423.25,15,0.03,139.43,1121.53,90.49,4486.12,361.96,53833.44,4343.52,2023,Maharashtra,India,Delhi,South,Corporate,Bakery,Fruits,2023-06-13,5 days,1987,45e4ad62,2023-06-08,Flipkart,PhonePe,Offline,136.62,Brand C,3
rice,100 gram,fa0e72ec,21.19,Essential household item,263.29,1168.5,1189.69,70,0.13,242.23,1384.81,117.83,5539.24,471.32,66470.88,5655.84,2020,West Bengal,India,Kolkata,West,Corporate,Spices,Grocery,2020-09-05,4 days,6820,c278b4b6,2020-09-02,Amazon,PhonePe,Online,250.93,Brand B,75
split grain,50 gram,736b8ea4,64.08,Essential household item,512.57,1382.56,1446.64,82,0.13,448.62,4338.21,559.09,17352.84,2236.36,208234.08,26836.32,2020,Karnataka,India,Bangalore,North,Home Office,Spices,Fruits,2020-12-25,4 days,1813,68131132,2020-12-20,BigBasket,Google Pay,Online,442.39,Brand B,86
pasta,50 gram,459e1629,69.28,Essential household item,503.68,845.22,914.5,53,0.14,434.54,2830.49,501.37,11321.96,2005.48,135863.52,24065.76,2021,Tamil Nadu,India,Kolkata,West,Corporate,Bakery,Fruits,2021-10-05,4 days,1443,7ee32fde,2021-09-28,Flipkart,PhonePe,Online,431.9,Brand D,6
black cumin,500 ml,a5afbd7d,24.71,Essential household item,377.1,437.8,462.51,77,0.02,352.41,2046.95,177.47,8187.8,709.88,98253.6,8518.56,2024,Delhi,India,Bangalore,North,Consumer,Spices,Dairy,2024-09-13,5 days,1142,4c5c7049,2024-09-08,BigBasket,Razorpay,Online,356.01,Brand B,36
black pepper,500 ml,390e935b,89.91,Essential household item,570.17,1482.9,1572.81,25,0.03,480.29,4232.35,880.9,16929.4,3523.6,203152.8,42283.2,2023,West Bengal,India,Bangalore,North,Consumer,Beverages,Grocery,2023-11-29,1 days,1874,efbe87de,2023-11-23,BigBasket,Google Pay,Online,474.11,Brand C,42
cornflour,500 ml,8b7f1f4b,32.57,Essential household item,272.92,813.37,845.94,4,0.0,240.35,2629.16,313.86,10516.64,1255.44,126199.68,15065.28,2021,Tamil Nadu,India,Chennai,North,Consumer,Condiments,Grocery,2021-09-23,1 days,9575,2a3fb944,2021-09-17,BigBasket,PhonePe,Offline,232.53,Brand C,45
clove,100 gram,95d47f1b,36.76,Essential household item,255.13,1007.22,1043.98,5,0.07,218.44,1932.29,316.18,7729.16,1264.72,92749.92,15176.64,2022,West Bengal,India,Chennai,West,Consumer,Bakery,Vegetables,2022-11-02,4 days,8057,012c4f5b,2022-10-29,BigBasket,PhonePe,Offline,218.95,Brand B,60
mustard seed,1 kg,9abb8911,42.94,Essential household item,329.65,1060.79,1103.73,1,0.08,286.79,1991.23,420.81,7964.92,1683.24,95579.04,20198.88,2023,Tamil Nadu,India,Bangalore,East,Corporate,Condiments,Grocery,2023-04-20,1 days,3649,9a84f937,2023-04-14,Amazon,Paytm,Online,285.94,Brand D,69
turmeric powder,100 gram,0398ee5c,28.86,Essential household item,464.76,2016.07,2044.93,92,0.07,435.97,2800.21,249.39,11200.84,997.56,134410.08,11970.72,2024,Delhi,India,Chennai,West,Home Office,Bakery,Vegetables,2024-10-03,4 days,6308,f0b09763,2024-09-30,Amazon,Google Pay,Online,450.17,Brand C,10
black pepper,500 ml,1f83e4e7,14.98,Essential household item,102.67,496.32,511.3,52,0.13,87.82,545.44,118.34,2181.76,473.36,26181.12,5680.32,2024,Karnataka,India,Chennai,West,Consumer,Spices,Vegetables,2024-11-24,2 days,8337,f065c9a5,2024-11-22,Flipkart,Google Pay,Offline,89.93,Brand A,86
black cumin,10 gram,5b7216ea,40.77,Essential household item,528.95,1339.53,1380.3,68,0.1,488.28,4727.13,333.19,18908.52,1332.76,226902.24,15993.12,2021,Telangana,India,Chennai,West,Corporate,Spices,Vegetables,2021-11-05,2 days,4363,fb9238dc,2021-10-29,Flipkart,Google Pay,Online,506.79,Brand C,84
milk powder,500 ml,a5d8a1b5,8.3,Essential household item,78.93,154.57,162.87,94,0.1,70.73,425.59,47.69,1702.36,190.76,20428.32,2289.12,2020,Maharashtra,India,Mumbai,North,Consumer,Staples,Vegetables,2020-03-09,3 days,8613,ac79cfd1,2020-03-07,Amazon,Paytm,Offline,72.69,Brand C,16
coffee,100 gram,221d27d9,45.29,Essential household item,349.77,411.56,456.85,91,0.08,304.56,1899.71,286.67,7598.84,1146.68,91186.08,13760.16,2022,Delhi,India,Chennai,East,Home Office,Spices,Vegetables,2022-12-17,3 days,2162,55221f32,2022-12-16,BigBasket,Paytm,Online,306.34,Brand D,34
tea,100 gram,cf81b3c3,29.32,Essential household item,199.61,681.03,710.35,28,0.14,170.43,1131.56,231.68,4526.24,926.72,54314.88,11120.64,2023,Karnataka,India,Kolkata,West,Corporate,Spices,Grocery,2023-10-27,3 days,9092,e25fdbe5,2023-10-25,JioMart,Razorpay,Offline,173.09,Brand D,90
clove,100 gram,7f33f8d4,43.09,Essential household item,503.69,2063.73,2106.82,17,0.1,460.7,3740.58,362.36,14962.32,1449.44,179547.84,17393.28,2024,Delhi,India,Kolkata,West,Home Office,Staples,Dairy,2024-03-04,5 days,5292,9bfa6904,2024-02-27,Amazon,Razorpay,Online,460.64,Brand A,58
split grain,10 gram,3a1b71dd,8.29,Essential household item,83.4,364.32,372.61,23,0.12,75.23,619.75,59.99,2479.0,239.96,29748.0,2879.52,2021,Maharashtra,India,Mumbai,East,Corporate,Spices,Vegetables,2021-10-18,5 days,8479,6e1a1532,2021-10-13,JioMart,Google Pay,Online,71.51,Brand A,60
turmeric powder,500 ml,ab3d5f98,31.9,Essential household item,412.43,1590.38,1622.28,29,0.15,380.68,3126.39,230.17,12505.56,920.68,150066.72,11048.16,2023,Delhi,India,Bangalore,West,Home Office,Staples,Fruits,2023-05-11,4 days,4854,0cff757d,2023-05-06,JioMart,Google Pay,Offline,373.7,Brand A,74
milk powder,500 ml,4b33e494,59.32,Essential household item,429.51,649.16,708.48,54,0.01,370.2,3762.98,561.58,15051.92,2246.32,180623.04,26955.84,2023,Maharashtra,India,Chennai,West,Corporate,Spices,Fruits,2023-10-18,3 days,7909,4280a626,2023-10-16,Flipkart,Google Pay,Online,359.73,Brand D,41
egg,1 kg,6c76c2e2,17.27,Essential household item,170.26,788.64,805.91,15,0.01,153.0,994.65,92.35,3978.6,369.4,47743.2,4432.8,2023,Karnataka,India,Kolkata,North,Corporate,Staples,Grocery,2023-05-27,5 days,2073,4331cc51,2023-05-26,Amazon,Paytm,Online,149.34,Brand D,2
